u	v	spatial_x	spatial_y	a1_list	a2_list	b_list	feat1	feat2	y
0	0	0.0	0.0	-1.0	-2.0	3	1.64373629133578	-2.796733229144661	8.02822990165277
1	0	0.20408163265306123	0.0	-1.0	-2.0	3	-0.3667293614876863	1.0980897386939867	1.6559314015160205
2	0	0.40816326530612246	0.0	-1.0	-2.0	3	2.151587519468295	2.702977618816236	-2.5906394629888316
3	0	0.6122448979591837	0.0	-1.0	-2.0	3	1.1842081743561836	1.9749029420745021	-1.189329851970765
4	0	0.8163265306122449	0.0	-1.0	-2.0	3	-2.434935912674103	-1.3368111587367613	10.48312234567734
5	0	1.0204081632653061	0.0	-1.0	-2.0	3	2.853734109820536	-2.680049490399956	7.299241040440998
6	0	1.2244897959183674	0.0	-1.0	-2.0	3	1.5668382119421178	2.642108475229083	-0.8837392795632142
7	0	1.4285714285714286	0.0	-1.0	-2.0	3	1.7163858316617233	2.622376349278209	-3.2614861666009456
8	0	1.6326530612244898	0.0	-1.0	-2.0	3	-2.2313182039467248	0.19449191827721624	6.607590200305504
9	0	1.836734693877551	0.0	-1.0	-2.0	3	-0.2976843726265974	0.8539044700292107	0.9909776400508946
10	0	2.0408163265306123	0.0	-1.0	-2.0	3	-0.7752118546045126	-0.22439963573515032	3.051162543534752
11	0	2.2448979591836737	0.0	-1.0	-2.0	3	2.5605899330916113	-0.481407797407448	4.7304225605402825
12	0	2.4489795918367347	0.0	-1.0	-2.0	3	0.8631907204839875	-2.283309384427798	7.125027167200851
13	0	2.6530612244897958	0.0	-1.0	-2.0	3	1.9365696796249798	-2.419482609833424	7.471912643473507
14	0	2.857142857142857	0.0	-1.0	-2.0	3	-0.33951480703601344	-1.6036071199428752	6.788022075023974
15	0	3.0612244897959187	0.0	-1.0	-2.0	3	-1.6365676692913387	2.019844478439266	-0.5468268068811235
16	0	3.2653061224489797	0.0	-1.0	-2.0	3	0.3275087220950086	-2.12500619558592	6.943920309612514
17	0	3.4693877551020407	0.0	-1.0	-2.0	3	-2.6170964633749483	-1.6398080885117357	11.696900975045462
18	0	3.673469387755102	0.0	-1.0	-2.0	3	1.9657870319554922	0.29168435593324515	1.5335624010228943
19	0	3.8775510204081636	0.0	1.0	3.0	3	0.7899863947323889	-1.7092126915303536	-4.675024341333067
20	0	4.081632653061225	0.0	1.0	3.0	3	1.5485264405122425	-2.0207598916932774	-1.9334799248910914
