u	v	x_coord	y_coord	orig_region	group	intercept	beta_feat1	beta_feat2
0	0	0	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
1	0	0.204082	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
2	0	0.408163	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
3	0	0.612245	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
4	0	0.816327	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
5	0	1.020408	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
6	0	1.22449	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
7	0	1.428571	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
8	0	1.632653	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
9	0	1.836735	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
10	0	2.040816	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
11	0	2.244898	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
12	0	2.44898	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
13	0	2.653061	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
14	0	2.857143	0	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
15	0	3.061224	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
16	0	3.265306	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
17	0	3.469388	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
18	0	3.673469	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
19	0	3.877551	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
20	0	4.081633	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
21	0	4.285714	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
22	0	4.489796	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
23	0	4.693878	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
24	0	4.897959	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
25	0	5.102041	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
26	0	5.306122	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
27	0	5.510204	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
28	0	5.714286	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
29	0	5.918367	0	2	2	0.974743294511484	1.95771556607211	3.95001372219417
30	0	6.122449	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
31	0	6.326531	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
32	0	6.530612	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
33	0	6.734694	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
34	0	6.938776	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
35	0	7.142857	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
36	0	7.346939	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
37	0	7.55102	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
38	0	7.755102	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
39	0	7.959184	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
40	0	8.163265	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
41	0	8.367347	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
42	0	8.571429	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
43	0	8.77551	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
44	0	8.979592	0	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
45	0	9.183673	0	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
46	0	9.387755	0	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
47	0	9.591837	0	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
48	0	9.795918	0	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
49	0	10	0	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
0	1	0	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
1	1	0.204082	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
2	1	0.408163	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
3	1	0.612245	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
4	1	0.816327	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
5	1	1.020408	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
6	1	1.22449	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
7	1	1.428571	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
8	1	1.632653	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
9	1	1.836735	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
10	1	2.040816	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
11	1	2.244898	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
12	1	2.44898	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
13	1	2.653061	0.204082	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
14	1	2.857143	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
15	1	3.061224	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
16	1	3.265306	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
17	1	3.469388	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
18	1	3.673469	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
19	1	3.877551	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
20	1	4.081633	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
21	1	4.285714	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
22	1	4.489796	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
23	1	4.693878	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
24	1	4.897959	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
25	1	5.102041	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
26	1	5.306122	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
27	1	5.510204	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
28	1	5.714286	0.204082	2	2	0.974743294511484	1.95771556607211	3.95001372219417
29	1	5.918367	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
30	1	6.122449	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
31	1	6.326531	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
32	1	6.530612	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
33	1	6.734694	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
34	1	6.938776	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
35	1	7.142857	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
36	1	7.346939	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
37	1	7.55102	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
38	1	7.755102	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
39	1	7.959184	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
40	1	8.163265	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
41	1	8.367347	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
42	1	8.571429	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
43	1	8.77551	0.204082	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
44	1	8.979592	0.204082	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
45	1	9.183673	0.204082	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
46	1	9.387755	0.204082	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
47	1	9.591837	0.204082	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
48	1	9.795918	0.204082	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
49	1	10	0.204082	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
0	2	0	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
1	2	0.204082	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
2	2	0.408163	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
3	2	0.612245	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
4	2	0.816327	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
5	2	1.020408	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
6	2	1.22449	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
7	2	1.428571	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
8	2	1.632653	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
9	2	1.836735	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
10	2	2.040816	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
11	2	2.244898	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
12	2	2.44898	0.408163	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
13	2	2.653061	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
14	2	2.857143	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
15	2	3.061224	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
16	2	3.265306	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
17	2	3.469388	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
18	2	3.673469	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
19	2	3.877551	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
20	2	4.081633	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
21	2	4.285714	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
22	2	4.489796	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
23	2	4.693878	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
24	2	4.897959	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
25	2	5.102041	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
26	2	5.306122	0.408163	2	2	0.974743294511484	1.95771556607211	3.95001372219417
27	2	5.510204	0.408163	2	4	4.99280191414127	0.515337870513686	-3.02888893638179
28	2	5.714286	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
29	2	5.918367	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
30	2	6.122449	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
31	2	6.326531	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
32	2	6.530612	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
33	2	6.734694	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
34	2	6.938776	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
35	2	7.142857	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
36	2	7.346939	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
37	2	7.55102	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
38	2	7.755102	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
39	2	7.959184	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
40	2	8.163265	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
41	2	8.367347	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
42	2	8.571429	0.408163	3	4	4.99280191414127	0.515337870513686	-3.02888893638179
43	2	8.77551	0.408163	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
44	2	8.979592	0.408163	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
45	2	9.183673	0.408163	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
46	2	9.387755	0.408163	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
47	2	9.591837	0.408163	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
48	2	9.795918	0.408163	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
49	2	10	0.408163	4	3	-0.000718884398592843	-1.50244873094867	-0.510749270182688
0	3	0	0.612245	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
1	3	0.204082	0.612245	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
2	3	0.408163	0.612245	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
3	3	0.612245	0.612245	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
4	3	0.816327	0.612245	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
5	3	1.020408	0.612245	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
6	3	1.22449	0.612245	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
7	3	1.428571	0.612245	1	5	-0.0145249105818686	3.9706598227415	-2.01299081234216
