u	v	spatial_x	spatial_y	a1_list	a2_list	b_list	feat1	feat2	y	b_result	a1_result	a2_result
0	0	0.0	0.0	-3.0	2.0	3.0	1.64373629133578	-2.796733229144661	-5.5460298888553	2.9224493980985535	-2.999664043621451	2.0544286593032695
1	0	0.2040816326530612	0.0	-3.0	2.0	3.0	-0.3667293614876863	1.0980897386939867	8.046399416566166	2.9225617972700246	-3.0212683713217907	2.0642470400976016
2	0	0.4081632653061224	0.0	-3.0	2.0	3.0	2.151587519468295	2.702977618816236	2.099761748740323	2.922683219114729	-3.060903912533821	2.084158086901639
3	0	0.6122448979591837	0.0	-3.0	2.0	3.0	1.1842081743561836	1.974902942074502	5.933474076758527	2.9228143378300975	-3.105648212408741	2.1189780689027833
4	0	0.8163265306122449	0.0	-3.0	2.0	3.0	-2.434935912674103	-1.3368111587367613	8.683081440615888	2.9229558818602572	-3.213978610194335	2.14536811273238
5	0	1.020408163265306	0.0	-3.0	2.0	3.0	2.853734109820536	-2.680049490399956	-12.854709351748806	2.9231086384783596	-3.3359397884215127	2.159517128323656
6	0	1.2244897959183674	0.0	-3.0	2.0	3.0	1.5668382119421178	2.642108475229083	4.413391578817436	2.923273458739218	-3.4184123521909466	2.133258665250252
7	0	1.4285714285714286	0.0	-3.0	2.0	3.0	1.716385831661723	2.622376349278209	0.9381093517060006	2.9234512628225033	-3.4750543889682977	2.061195707986724
8	0	1.6326530612244898	0.0	-3.0	2.0	3.0	-2.2313182039467248	0.1944919182772162	12.05945162633597	2.9236430457845612	-3.4822527958230833	1.8616914646928642
9	0	1.836734693877551	0.0	-3.0	2.0	3.0	-0.2976843726265974	0.8539044700292107	5.488528758219145	2.923849883733688	-3.3079164593747454	1.5025948865434589
10	0	2.0408163265306123	0.0	-3.0	2.0	3.0	-0.7752118546045126	-0.2243996357351503	4.460895974366401	2.9240729404387147	-2.878488120146305	1.0222252355519976
11	0	2.2448979591836737	0.0	-3.0	2.0	3.0	2.5605899330916118	-0.481407797407448	-7.176676868998599	2.9243134743738866	-2.1928273611770823	0.44094836777019175
12	0	2.4489795918367347	0.0	2.0	-1.5	3.0	0.8631907204839875	-2.283309384427798	10.90206352962624	2.9245728461933607	-1.2551350710522167	-0.20843102799078567
13	0	2.653061224489796	0.0	2.0	-1.5	3.0	1.93656967962498	-2.419482609833424	10.154671939345292	2.924852526615836	-0.13567372151298066	-0.7999811424795684
14	0	2.857142857142857	0.0	2.0	-1.5	3.0	-0.3395148070360134	-1.6036071199428752	3.762643465975295	2.925154104682682	0.9463496457238778	-1.2539233600795545
15	0	3.0612244897959187	0.0	2.0	-1.5	3.0	-1.636567669291339	2.019844478439266	-4.095202544840093	2.9254792963307277	1.7174850854364738	-1.5281888583953447
16	0	3.26530612244898	0.0	2.0	-1.5	3.0	0.3275087220950086	-2.12500619558592	8.04022240506393	2.9258299531919936	2.0225633139353056	-1.6914111718680833
17	0	3.4693877551020407	0.0	2.0	-1.5	3.0	-2.6170964633749483	-1.6398080885117357	1.0477683508368834	2.9262080714959486	2.0546993804763884	-1.7963461942007013
18	0	3.673469387755102	0.0	2.0	-1.5	3.0	1.965787031955492	0.2916843559332451	7.42269590610209	2.9266158009032406	2.0464241870437387	-1.8783804271813613
19	0	3.877551020408164	0.0	2.0	-1.5	3.0	0.7899863947323889	-1.7092126915303536	8.113139083528045	2.9270554530414152	2.006270582056623	-1.9584132606516635
20	0	4.081632653061225	0.0	2.0	-1.5	3.0	1.5485264405122423	-2.0207598916932774	13.94689982052294	2.9275295094403044	2.0104706008529494	-2.0288537808455964
21	0	4.285714285714286	0.0	2.0	-1.5	3.0	-0.87284419122079	0.3798974501877734	-0.2299683445886254	2.928040628475109	2.093484232916648	-2.059604801785937
22	0	4.489795918367348	0.0	2.0	-1.5	3.0	2.824188146369419	-0.7914403740203069	8.68299071335834	2.928591650815382	2.1349859960735516	-2.0302233428583207
23	0	4.6938775510204085	0.0	2.0	-1.5	3.0	2.3587267279331865	0.7569557150428152	4.751031244744425	2.929185602745441	2.127067434073871	-1.988878654650328
24	0	4.8979591836734695	0.0	2.0	-1.5	3.0	1.670300982442571	2.4732320424520573	4.0167076020019215	2.9298256965629843	2.0885055719388292	-1.9696350455923848
25	0	5.1020408163265305	0.0	2.0	-1.5	3.0	-1.8321677528881943	-2.094041211389594	5.016913969930008	2.930215120047959	2.030085482570391	-1.9786742901314718
26	0	5.306122448979592	0.0	2.0	-1.5	3.0	-0.1996739776377949	2.480601958878383	-1.3766326733166332	2.9303185136696146	2.0006051035239016	-1.9985378228750974
27	0	5.510204081632653	0.0	2.0	-1.5	3.0	-2.737177405276628	2.414939804537512	-7.987116590525211	2.9304247420448664	2.026997167550767	-1.997743814138556
28	0	5.714285714285714	0.0	2.0	-1.5	3.0	-2.074263047594713	1.9745255000154172	-5.965397080517842	2.9305330861908714	2.090646187441542	-1.967482942047924
29	0	5.918367346938775	0.0	2.0	-1.5	3.0	1.0982937194547278	0.7877155038365111	5.478847955760266	2.9306429213573315	2.1718312491316514	-1.8967186275058956
30	0	6.122448979591837	0.0	2.0	-1.5	3.0	1.468572935446903	0.7208799447932845	6.528147838911625	2.930753706614354	2.224351653257313	-1.785312381396398
31	0	6.326530612244898	0.0	2.0	-1.5	3.0	2.8050583946052603	0.8352759596190094	8.579299953468695	2.930864975337636	2.2272630110821	-1.662277173069434
32	0	6.530612244897959	0.0	2.0	-1.5	3.0	-1.0450478511710883	1.142973307306879	-2.301952504702057	2.9309763265771935	2.185481080918584	-1.5296282570688797
33	0	6.73469387755102	0.0	2.0	-1.5	3.0	-0.7772417637907867	-2.9011067964230577	6.319539643953132	2.931087417274933	2.1115819986578312	-1.4029082016030308
34	0	6.938775510204081	0.0	2.0	-1.5	3.0	-0.1826651323451527	2.748555474963898	-1.2256204065695144	2.931197955282982	2.068871397489494	-1.3052100537139213
35	0	7.142857142857143	0.0	2.0	-1.5	3.0	-1.8631718454942856	0.5136225687934788	-1.0047282015385108	2.931307693126841	2.0387805381711437	-1.2201657033658895
36	0	7.346938775510204	0.0	2.0	-1.5	3.0	-2.22047096798717	1.68879503641453	-2.0134197402127083	2.9314164224538133	1.9739325200244282	-1.1591523528957697
37	0	7.551020408163265	0.0	2.0	-1.5	3.0	-0.1457704426443973	-0.7363089656318209	4.316012547901972	2.9315239691063604	1.923141896313175	-1.1376029679074553
38	0	7.755102040816327	0.0	2.0	-1.5	3.0	-1.638543905694695	-2.9256167165052243	5.63889278028021	2.9316301887613423	1.8888067437633174	-1.1772268530593148
39	0	7.959183673469388	0.0	2.0	-1.5	3.0	1.0188839680950623	0.0584079592586634	5.102208903652135	2.9317349630786556	1.8449283590965488	-1.2669336624623084
