u	v	spatial_x	spatial_y	a1_list	a2_list	b_list	feat1	feat2	y	group	b_result	a1_result	a2_result
0	0	0	0	-1	-1	3	1.64373629133578	-2.79673322914466	3.72737598396113	1	3.05910353954826	-1.86384693261259	-0.861167909947857
1	0	0.204081632653061	0	-1	-1	3	-0.366729361487686	1.09808973869399	1.77448790298754	1	3.05910353954826	-1.86384693261259	-0.861167909947857
2	0	0.408163265306122	0	-1	-1	3	2.1515875194683	2.70297761881624	-3.00405399391852	1	3.05910353954826	-1.86384693261259	-0.861167909947857
3	0	0.612244897959184	0	-1	-1	3	1.18420817435618	1.9749029420745	0.54788571585144	1	3.05910353954826	-1.86384693261259	-0.861167909947857
4	0	0.816326530612245	0	-1	-1	3	-2.4349359126741	-1.33681115873676	7.15891328112372	2	3.05991020232925	-1.3420007787316	-1.27630761864677
5	0	1.02040816326531	0	-1	-1	3	2.85373410982054	-2.68004949039996	0.20174337843488	2	3.05991020232925	-1.3420007787316	-1.27630761864677
6	0	1.22448979591837	0	-1	-1	3	1.56683821194212	2.64210847522908	-3.93396457931614	2	3.05991020232925	-1.3420007787316	-1.27630761864677
7	0	1.42857142857143	0	-1	-1	3	1.71638583166172	2.62237634927821	-0.638032833150438	2	3.05991020232925	-1.3420007787316	-1.27630761864677
8	0	1.63265306122449	0	-1	-1	3	-2.23131820394672	0.194491918277216	3.69160367815853	2	3.05991020232925	-1.3420007787316	-1.27630761864677
9	0	1.83673469387755	0	-1	-1	3	-0.297684372626597	0.853904470029211	2.94214780851292	2	3.05991020232925	-1.3420007787316	-1.27630761864677
10	0	2.04081632653061	0	-1	-1	3	-0.775211854604513	-0.22439963573515	5.28814859421982	2	3.05991020232925	-1.3420007787316	-1.27630761864677
11	0	2.24489795918367	0	-1	-1	3	2.56058993309161	-0.481407797407448	-1.17625431740334	2	3.05991020232925	-1.3420007787316	-1.27630761864677
12	0	2.44897959183673	0	-1	-1	3	0.863190720483987	-2.2833093844278	2.09108219389311	2	3.05991020232925	-1.3420007787316	-1.27630761864677
13	0	2.6530612244898	0	-1	-1	3	1.93656967962498	-2.41948260983342	6.24572520616068	2	3.05991020232925	-1.3420007787316	-1.27630761864677
14	0	2.85714285714286	0	-1	-1	3	-0.339514807036013	-1.60360711994288	5.52321371886695	2	3.05991020232925	-1.3420007787316	-1.27630761864677
15	0	3.06122448979592	0	-1	-2	3	-1.63656766929134	2.01984447843927	-0.0948683710980902	3	3.05991020232925	-0.890882867220063	-1.69946362777958
16	0	3.26530612244898	0	-1	-2	3	0.327508722095009	-2.12500619558592	5.3815019222105	3	3.05991020232925	-0.890882867220063	-1.69946362777958
17	0	3.46938775510204	0	-1	-2	3	-2.61709646337495	-1.63980808851174	8.05448523970141	3	3.05991020232925	-0.890882867220063	-1.69946362777958
18	0	3.6734693877551	0	-1	-2	3	1.96578703195549	0.291684355933245	-1.51360009840894	3	3.05991020232925	-0.890882867220063	-1.69946362777958
19	0	3.87755102040816	0	1	-2	3	0.789986394732389	-1.70921269153035	8.66604186504257	3	3.05991020232925	-0.890882867220063	-1.69946362777958
20	0	4.08163265306122	0	1	-2	3	1.54852644051224	-2.02075989169328	7.30840682044837	3	3.05991020232925	-0.890882867220063	-1.69946362777958
