u	v	spatial_x	spatial_y	a1_list	a2_list	b_list	feat1	feat2	y	group	b_result	a1_result	a2_result
0	0	0	0	-1	-2	3	1.64373629133578	-2.79673322914466	8.02822990165277	2	3.17731464563244	-0.931108854939267	-2.0697328958959
1	0	0.204081632653061	0	-1	-2	3	-0.366729361487686	1.09808973869399	1.65593140151602	6	2.63414810434699	-2.39538009937033	0.0985934704577715
2	0	0.408163265306122	0	-1	-2	3	2.1515875194683	2.70297761881624	-2.59063946298883	6	2.63414810434699	-2.39538009937033	0.0985934704577715
3	0	0.612244897959184	0	-1	-2	3	1.18420817435618	1.9749029420745	-1.18932985197076	6	2.63414810434699	-2.39538009937033	0.0985934704577715
4	0	0.816326530612245	0	-1	-2	3	-2.4349359126741	-1.33681115873676	10.4831223456773	6	2.63414810434699	-2.39538009937033	0.0985934704577715
5	0	1.02040816326531	0	-1	-2	3	2.85373410982054	-2.68004949039996	7.299241040441	2	3.17731464563244	-0.931108854939267	-2.0697328958959
6	0	1.22448979591837	0	-1	-2	3	1.56683821194212	2.64210847522908	-0.883739279563214	6	2.63414810434699	-2.39538009937033	0.0985934704577715
7	0	1.42857142857143	0	-1	-2	3	1.71638583166172	2.62237634927821	-3.26148616660095	6	2.63414810434699	-2.39538009937033	0.0985934704577715
8	0	1.63265306122449	0	-1	-2	3	-2.23131820394672	0.194491918277216	6.6075902003055	6	2.63414810434699	-2.39538009937033	0.0985934704577715
9	0	1.83673469387755	0	-1	-2	3	-0.297684372626597	0.853904470029211	0.990977640050895	6	2.63414810434699	-2.39538009937033	0.0985934704577715
10	0	2.04081632653061	0	-1	-2	3	-0.775211854604513	-0.22439963573515	3.05116254353475	6	2.63414810434699	-2.39538009937033	0.0985934704577715
11	0	2.24489795918367	0	-1	-2	3	2.56058993309161	-0.481407797407448	4.73042256054028	5	2.86086570155695	-1.51736104386634	-1.56344476273845
12	0	2.44897959183673	0	-1	-2	3	0.863190720483987	-2.2833093844278	7.12502716720085	5	2.86086570155695	-1.51736104386634	-1.56344476273845
13	0	2.6530612244898	0	-1	-2	3	1.93656967962498	-2.41948260983342	7.47191264347351	5	2.86086570155695	-1.51736104386634	-1.56344476273845
14	0	2.85714285714286	0	-1	-2	3	-0.339514807036013	-1.60360711994288	6.78802207502397	5	2.86086570155695	-1.51736104386634	-1.56344476273845
15	0	3.06122448979592	0	-1	-2	3	-1.63656766929134	2.01984447843927	-0.546826806881124	5	2.86086570155695	-1.51736104386634	-1.56344476273845
16	0	3.26530612244898	0	-1	-2	3	0.327508722095009	-2.12500619558592	6.94392030961251	5	2.86086570155695	-1.51736104386634	-1.56344476273845
17	0	3.46938775510204	0	-1	-2	3	-2.61709646337495	-1.63980808851174	11.6969009750455	5	2.86086570155695	-1.51736104386634	-1.56344476273845
18	0	3.6734693877551	0	-1	-2	3	1.96578703195549	0.291684355933245	1.53356240102289	5	2.86086570155695	-1.51736104386634	-1.56344476273845
19	0	3.87755102040816	0	1	3	3	0.789986394732389	-1.70921269153035	-4.67502434133307	4	3.02243490587257	-3.15181884444895	1.98527763916943
20	0	4.08163265306122	0	1	3	3	1.54852644051224	-2.02075989169328	-1.93347992489109	5	2.86086570155695	-1.51736104386634	-1.56344476273845
21	0	4.28571428571429	0	1	3	3	-0.87284419122079	0.379897450187773	6.74232105511672	5	2.86086570155695	-1.51736104386634	-1.56344476273845
22	0	4.48979591836735	0	1	3	3	2.82418814636942	-0.791440374020307	3.03296314370108	12	3.01379502444212	1.08190192100973	3.1835743717593
23	0	4.69387755102041	0	1	3	3	2.35872672793319	0.756955715042815	4.11866042417998	12	3.01379502444212	1.08190192100973	3.1835743717593
24	0	4.89795918367347	0	1	3	3	1.67030098244257	2.47323204245206	15.7814424363727	12	3.01379502444212	1.08190192100973	3.1835743717593
25	0	5.10204081632653	0	1	3	3	-1.83216775288819	-2.09404121138959	-3.78362599292203	12	3.01379502444212	1.08190192100973	3.1835743717593
