u	v	spatial_x	spatial_y	a1_list	a2_list	b_list	feat1	feat2	y	b_result	a1_result	a2_result
0	0	0.0	0.0	-1.0	-2.0	3	1.64373629133578	-2.796733229144661	8.02822990165277	2.9633514101801595	-1.837473422851871	-1.6285673920245514
1	0	0.2040816326530612	0.0	-1.0	-2.0	3	-0.3667293614876863	1.0980897386939867	1.6559314015160205	2.9651398819431565	-1.791257102268502	-1.6372574979168881
2	0	0.4081632653061224	0.0	-1.0	-2.0	3	2.151587519468295	2.702977618816236	-2.590639462988832	2.9665826451082733	-1.7180414997211035	-1.6240043849083126
3	0	0.6122448979591837	0.0	-1.0	-2.0	3	1.1842081743561836	1.974902942074502	-1.189329851970765	2.968750813809991	-1.6437026759497086	-1.6183113745597948
4	0	0.8163265306122449	0.0	-1.0	-2.0	3	-2.434935912674103	-1.3368111587367613	10.48312234567734	2.971665931186738	-1.5133932077804009	-1.5771035130389022
5	0	1.020408163265306	0.0	-1.0	-2.0	3	2.853734109820536	-2.680049490399956	7.299241040440998	2.973894185383888	-1.4208314843505905	-1.5574388651847522
6	0	1.2244897959183674	0.0	-1.0	-2.0	3	1.5668382119421178	2.642108475229083	-0.8837392795632142	2.977275041707924	-1.44458314250986	-1.5607197140690587
7	0	1.4285714285714286	0.0	-1.0	-2.0	3	1.716385831661723	2.622376349278209	-3.2614861666009456	2.981124312676009	-1.4785376956615939	-1.5956702876755136
8	0	1.6326530612244898	0.0	-1.0	-2.0	3	-2.2313182039467248	0.1944919182772162	6.607590200305504	2.98566339394577	-1.4691540109229106	-1.681903266510509
9	0	1.836734693877551	0.0	-1.0	-2.0	3	-0.2976843726265974	0.8539044700292107	0.9909776400508946	2.990669519015709	-1.3833337534131815	-1.8268781511735683
10	0	2.0408163265306123	0.0	-1.0	-2.0	3	-0.7752118546045126	-0.2243996357351503	3.051162543534752	2.9965868663354285	-1.1962052663015834	-1.9674547910684665
11	0	2.2448979591836737	0.0	-1.0	-2.0	3	2.5605899330916118	-0.481407797407448	4.7304225605402825	3.0029746565746542	-0.9133064122741209	-1.98603187536694
12	0	2.4489795918367347	0.0	-1.0	-2.0	3	0.8631907204839875	-2.283309384427798	7.125027167200851	3.010298053058059	-0.6200322973408143	-1.8890115071784273
13	0	2.653061224489796	0.0	-1.0	-2.0	3	1.93656967962498	-2.419482609833424	7.471912643473507	3.0179320202021964	-0.4752442618026903	-1.8363910672582904
14	0	2.857142857142857	0.0	-1.0	-2.0	3	-0.3395148070360134	-1.6036071199428752	6.788022075023974	3.0270179530797994	-0.5458428362479584	-1.8795023878399497
